Mes;Empresa;Tipo de servicio;Tipo de producto;Trayecto;Precio (€)
2024-05;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;46,41
2024-05;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;65,68
2024-05;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;51,33
2024-05;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;60,68
2024-05;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;40,42
2024-05;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;28,53
2024-05;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;46,32
2024-05;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;45,27
2024-05;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;40,92
2024-05;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;22,33
2024-05;Total;Comercial;LD AV;Madrid-Alicante;40,43
2024-05;Total;Comercial;LD AV;Madrid-Barcelona;55,01
2024-05;Total;Comercial;LD AV;Madrid-Málaga;48,07
2024-05;Total;Comercial;LD AV;Madrid-Sevilla;56
2024-05;Total;Comercial;LD AV;Madrid-Valencia;31,36
2024-06;Iryo;Comercial;LD AV;Madrid-Alicante;26,87
2024-06;Iryo;Comercial;LD AV;Madrid-Barcelona;48,7
2024-06;Iryo;Comercial;LD AV;Madrid-Málaga;43,08
2024-06;Iryo;Comercial;LD AV;Madrid-Sevilla;46,61
2024-06;Iryo;Comercial;LD AV;Madrid-Valencia;28,76
2024-06;OUIGO;Comercial;LD AV;Madrid-Alicante;33,7
2024-06;OUIGO;Comercial;LD AV;Madrid-Barcelona;46,23
2024-06;OUIGO;Comercial;LD AV;Madrid-Valencia;28,11
2024-06;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;48,8
2024-06;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;67,44
2024-06;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;53,22
2024-06;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;55,31
2024-06;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;44,19
2024-06;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;28,91
2024-06;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;48,58
2024-06;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;43,02
2024-06;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;40,79
2024-06;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;24,47
2024-06;Total;Comercial;LD AV;Madrid-Alicante;40,88
2024-06;Total;Comercial;LD AV;Madrid-Barcelona;57,47
2024-06;Total;Comercial;LD AV;Madrid-Málaga;49,21
2024-06;Total;Comercial;LD AV;Madrid-Sevilla;52,04
2024-06;Total;Comercial;LD AV;Madrid-Valencia;34,27
2024-07;Iryo;Comercial;LD AV;Madrid-Alicante;29,18
2024-07;Iryo;Comercial;LD AV;Madrid-Barcelona;44,19
2024-07;Iryo;Comercial;LD AV;Madrid-Málaga;42,86
2024-07;Iryo;Comercial;LD AV;Madrid-Sevilla;36,22
2024-07;Iryo;Comercial;LD AV;Madrid-Valencia;28,06
2024-07;OUIGO;Comercial;LD AV;Madrid-Alicante;36,72
2024-07;OUIGO;Comercial;LD AV;Madrid-Barcelona;46,06
2024-07;OUIGO;Comercial;LD AV;Madrid-Valencia;29,56
2024-07;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;46,89
2024-07;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;64,96
2024-07;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;52,48
2024-07;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;45,86
2024-07;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;43,48
2024-07;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;29,43
2024-07;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;48,08
2024-07;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;44,28
2024-07;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;34,13
2024-07;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;27,67
2024-07;Total;Comercial;LD AV;Madrid-Alicante;41,09
2024-07;Total;Comercial;LD AV;Madrid-Barcelona;54,56
2024-07;Total;Comercial;LD AV;Madrid-Málaga;49,04
2024-07;Total;Comercial;LD AV;Madrid-Sevilla;42,34
2024-07;Total;Comercial;LD AV;Madrid-Valencia;34,5
2024-08;Iryo;Comercial;LD AV;Madrid-Alicante;26,49
2024-08;Iryo;Comercial;LD AV;Madrid-Barcelona;40,59
2024-08;Iryo;Comercial;LD AV;Madrid-Málaga;43,78
2024-08;Iryo;Comercial;LD AV;Madrid-Sevilla;33,02
2024-08;Iryo;Comercial;LD AV;Madrid-Valencia;24,29
2024-08;OUIGO;Comercial;LD AV;Madrid-Alicante;31,81
2024-08;OUIGO;Comercial;LD AV;Madrid-Barcelona;43,16
2024-08;OUIGO;Comercial;LD AV;Madrid-Valencia;26,03
2024-08;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;43,2
2024-08;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;57,95
2024-08;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;52,59
2024-08;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;39,62
2024-08;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;36,86
2024-08;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;29,37
2024-08;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;44,71
2024-08;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;44,62
2024-08;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;27,48
2024-08;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;23,48
2024-08;Total;Comercial;LD AV;Madrid-Alicante;37,53
2024-08;Total;Comercial;LD AV;Madrid-Barcelona;48,56
2024-08;Total;Comercial;LD AV;Madrid-Málaga;49,65
2024-08;Total;Comercial;LD AV;Madrid-Sevilla;36,77
2024-08;Total;Comercial;LD AV;Madrid-Valencia;28,8
2024-09;Iryo;Comercial;LD AV;Madrid-Alicante;25,31
2024-09;Iryo;Comercial;LD AV;Madrid-Barcelona;40,4
2024-09;Iryo;Comercial;LD AV;Madrid-Málaga;37,61
2024-09;Iryo;Comercial;LD AV;Madrid-Sevilla;37,72
2024-09;Iryo;Comercial;LD AV;Madrid-Valencia;22,44
2024-09;OUIGO;Comercial;LD AV;Madrid-Alicante;25,66
2024-09;OUIGO;Comercial;LD AV;Madrid-Barcelona;40,16
2024-09;OUIGO;Comercial;LD AV;Madrid-Valencia;22,78
2024-09;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;38,33
2024-09;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;63,98
2024-09;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;46,72
2024-09;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;48,24
2024-09;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;35,18
2024-09;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;24,8
2024-09;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;43,08
2024-09;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;40,67
2024-09;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;34,21
2024-09;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;21,18
2024-09;Total;Comercial;LD AV;Madrid-Alicante;33,44
2024-09;Total;Comercial;LD AV;Madrid-Barcelona;51,29
2024-09;Total;Comercial;LD AV;Madrid-Málaga;43,76
2024-09;Total;Comercial;LD AV;Madrid-Sevilla;44,5
2024-09;Total;Comercial;LD AV;Madrid-Valencia;27,1
2024-10;Iryo;Comercial;LD AV;Madrid-Alicante;27,02
2024-10;Iryo;Comercial;LD AV;Madrid-Barcelona;41,7
2024-10;Iryo;Comercial;LD AV;Madrid-Málaga;38,29
2024-10;Iryo;Comercial;LD AV;Madrid-Sevilla;39,46
2024-10;Iryo;Comercial;LD AV;Madrid-Valencia;22,14
2024-10;OUIGO;Comercial;LD AV;Madrid-Alicante;24,4
2024-10;OUIGO;Comercial;LD AV;Madrid-Barcelona;41,83
2024-10;OUIGO;Comercial;LD AV;Madrid-Valencia;21,22
2024-10;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;38,85
2024-10;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;67,8
2024-10;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;47,22
2024-10;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;50,88
2024-10;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;35,72
2024-10;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;22,23
2024-10;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;45,63
2024-10;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;44,8
2024-10;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;35,88
2024-10;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;18,85
2024-10;Total;Comercial;LD AV;Madrid-Alicante;33,22
2024-10;Total;Comercial;LD AV;Madrid-Barcelona;54,74
2024-10;Total;Comercial;LD AV;Madrid-Málaga;44,63
2024-10;Total;Comercial;LD AV;Madrid-Sevilla;46,88
2024-10;Total;Comercial;LD AV;Madrid-Valencia;26,73
2024-11;Iryo;Comercial;LD AV;Madrid-Alicante;29,27
2024-11;Iryo;Comercial;LD AV;Madrid-Barcelona;42,55
2024-11;Iryo;Comercial;LD AV;Madrid-Málaga;39,68
2024-11;Iryo;Comercial;LD AV;Madrid-Sevilla;40,58
2024-11;Iryo;Comercial;LD AV;Madrid-Valencia;21,83
2024-11;OUIGO;Comercial;LD AV;Madrid-Alicante;25,35
2024-11;OUIGO;Comercial;LD AV;Madrid-Barcelona;40,62
2024-11;OUIGO;Comercial;LD AV;Madrid-Valencia;22,06
2024-11;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;40,26
2024-11;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;64,82
2024-11;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;47,23
2024-11;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;49,78
2024-11;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;34,08
2024-11;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;23,19
2024-11;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;43,65
2024-11;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;44,38
2024-11;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;38,02
2024-11;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;20,05
2024-11;Total;Comercial;LD AV;Madrid-Alicante;34,32
2024-11;Total;Comercial;LD AV;Madrid-Barcelona;53,04
2024-11;Total;Comercial;LD AV;Madrid-Málaga;44,83
2024-11;Total;Comercial;LD AV;Madrid-Sevilla;46,53
2024-11;Total;Comercial;LD AV;Madrid-Valencia;26,66
2024-12;Iryo;Comercial;LD AV;Madrid-Alicante;32,76
2024-12;Iryo;Comercial;LD AV;Madrid-Barcelona;52,15
2024-12;Iryo;Comercial;LD AV;Madrid-Málaga;48,57
2024-12;Iryo;Comercial;LD AV;Madrid-Sevilla;46,93
2024-12;Iryo;Comercial;LD AV;Madrid-Valencia;27,02
2024-12;OUIGO;Comercial;LD AV;Madrid-Alicante;29,86
2024-12;OUIGO;Comercial;LD AV;Madrid-Barcelona;48,23
2024-12;OUIGO;Comercial;LD AV;Madrid-Valencia;23,45
2024-12;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;42,85
2024-12;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;71,74
2024-12;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;59,49
2024-12;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;56,34
2024-12;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;34,61
2024-12;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;28,67
2024-12;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;51,46
2024-12;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;47,91
2024-12;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;42,67
2024-12;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;22,49
2024-12;Total;Comercial;LD AV;Madrid-Alicante;37,92
2024-12;Total;Comercial;LD AV;Madrid-Barcelona;60,34
2024-12;Total;Comercial;LD AV;Madrid-Málaga;54,62
2024-12;Total;Comercial;LD AV;Madrid-Sevilla;52,14
2024-12;Total;Comercial;LD AV;Madrid-Valencia;28,58
2025-01;Iryo;Comercial;LD AV;Madrid-Alicante;26,41
2025-01;Iryo;Comercial;LD AV;Madrid-Barcelona;40,89
2025-01;Iryo;Comercial;LD AV;Madrid-Málaga;34,07
2025-01;Iryo;Comercial;LD AV;Madrid-Sevilla;35,52
2025-01;Iryo;Comercial;LD AV;Madrid-Valencia;21,36
2025-01;OUIGO;Comercial;LD AV;Madrid-Alicante;20,19
2025-01;OUIGO;Comercial;LD AV;Madrid-Barcelona;35,8
2025-01;OUIGO;Comercial;LD AV;Madrid-Málaga;21,96
2025-01;OUIGO;Comercial;LD AV;Madrid-Sevilla;24,4
2025-01;OUIGO;Comercial;LD AV;Madrid-Valencia;16,45
2025-01;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;32,06
2025-01;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;61,94
2025-01;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;40,2
2025-01;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;41,68
2025-01;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;28,52
2025-01;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;22,11
2025-01;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;37,55
2025-01;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;31,67
2025-01;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;32,05
2025-01;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;16,33
2025-01;Total;Comercial;LD AV;Madrid-Alicante;27,89
2025-01;Total;Comercial;LD AV;Madrid-Barcelona;50,02
2025-01;Total;Comercial;LD AV;Madrid-Málaga;36,78
2025-01;Total;Comercial;LD AV;Madrid-Sevilla;38,16
2025-01;Total;Comercial;LD AV;Madrid-Valencia;22,62
2025-02;Iryo;Comercial;LD AV;Madrid-Alicante;26,27
2025-02;Iryo;Comercial;LD AV;Madrid-Barcelona;39,06
2025-02;Iryo;Comercial;LD AV;Madrid-Málaga;34
2025-02;Iryo;Comercial;LD AV;Madrid-Sevilla;35,63
2025-02;Iryo;Comercial;LD AV;Madrid-Valencia;20,69
2025-02;OUIGO;Comercial;LD AV;Madrid-Alicante;20,35
2025-02;OUIGO;Comercial;LD AV;Madrid-Barcelona;35,04
2025-02;OUIGO;Comercial;LD AV;Madrid-Málaga;26,65
2025-02;OUIGO;Comercial;LD AV;Madrid-Sevilla;28,72
2025-02;OUIGO;Comercial;LD AV;Madrid-Valencia;17,48
2025-02;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;32,57
2025-02;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;62,27
2025-02;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;37,87
2025-02;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;42,55
2025-02;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;29,86
2025-02;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;21,78
2025-02;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;36,34
2025-02;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;31,93
2025-02;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;31,96
2025-02;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;16,89
2025-02;Total;Comercial;LD AV;Madrid-Alicante;28,3
2025-02;Total;Comercial;LD AV;Madrid-Barcelona;50,11
2025-02;Total;Comercial;LD AV;Madrid-Málaga;34,83
2025-02;Total;Comercial;LD AV;Madrid-Sevilla;37,58
2025-02;Total;Comercial;LD AV;Madrid-Valencia;23,15
2025-03;Iryo;Comercial;LD AV;Madrid-Alicante;27,71
2025-03;Iryo;Comercial;LD AV;Madrid-Barcelona;41,1
2025-03;Iryo;Comercial;LD AV;Madrid-Málaga;34,98
2025-03;Iryo;Comercial;LD AV;Madrid-Sevilla;35,55
2025-03;Iryo;Comercial;LD AV;Madrid-Valencia;22,53
2025-03;OUIGO;Comercial;LD AV;Madrid-Alicante;21,81
2025-03;OUIGO;Comercial;LD AV;Madrid-Barcelona;38,7
2025-03;OUIGO;Comercial;LD AV;Madrid-Málaga;29,64
2025-03;OUIGO;Comercial;LD AV;Madrid-Sevilla;31,86
2025-03;OUIGO;Comercial;LD AV;Madrid-Valencia;22,45
2025-03;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;34,92
2025-03;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;61,58
2025-03;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;43,35
2025-03;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;48,93
2025-03;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;35,19
2025-03;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;23,92
2025-03;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;39,35
2025-03;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;34,42
2025-03;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;36,17
2025-03;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;22,38
2025-03;Total;Comercial;LD AV;Madrid-Alicante;30,33
2025-03;Total;Comercial;LD AV;Madrid-Barcelona;50,41
2025-03;Total;Comercial;LD AV;Madrid-Málaga;38,69
2025-03;Total;Comercial;LD AV;Madrid-Sevilla;41,99
2025-03;Total;Comercial;LD AV;Madrid-Valencia;27,39
2025-04;Iryo;Comercial;LD AV;Madrid-Alicante;31,63
2025-04;Iryo;Comercial;LD AV;Madrid-Barcelona;55,25
2025-04;Iryo;Comercial;LD AV;Madrid-Málaga;46,49
2025-04;Iryo;Comercial;LD AV;Madrid-Sevilla;48,44
2025-04;Iryo;Comercial;LD AV;Madrid-Valencia;24,54
2025-04;OUIGO;Comercial;LD AV;Madrid-Alicante;30,41
2025-04;OUIGO;Comercial;LD AV;Madrid-Barcelona;51,21
2025-04;OUIGO;Comercial;LD AV;Madrid-Málaga;39,75
2025-04;OUIGO;Comercial;LD AV;Madrid-Sevilla;39,9
2025-04;OUIGO;Comercial;LD AV;Madrid-Valencia;23,93
2025-04;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;42,08
2025-04;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;72,55
2025-04;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;54,63
2025-04;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;56,71
2025-04;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;36,71
2025-04;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;30,47
2025-04;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;51,12
2025-04;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;43,01
2025-04;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;43,66
2025-04;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;24,52
2025-04;Total;Comercial;LD AV;Madrid-Alicante;37,78
2025-04;Total;Comercial;LD AV;Madrid-Barcelona;62,16
2025-04;Total;Comercial;LD AV;Madrid-Málaga;49,37
2025-04;Total;Comercial;LD AV;Madrid-Sevilla;50,95
2025-04;Total;Comercial;LD AV;Madrid-Valencia;29,11
2025-05;Iryo;Comercial;LD AV;Madrid-Alicante;29,16
2025-05;Iryo;Comercial;LD AV;Madrid-Barcelona;54,08
2025-05;Iryo;Comercial;LD AV;Madrid-Málaga;41,16
2025-05;Iryo;Comercial;LD AV;Madrid-Sevilla;51,93
2025-05;Iryo;Comercial;LD AV;Madrid-Valencia;23,17
2025-05;OUIGO;Comercial;LD AV;Madrid-Alicante;26,3
2025-05;OUIGO;Comercial;LD AV;Madrid-Barcelona;47,76
2025-05;OUIGO;Comercial;LD AV;Madrid-Málaga;38,26
2025-05;OUIGO;Comercial;LD AV;Madrid-Sevilla;44,81
2025-05;OUIGO;Comercial;LD AV;Madrid-Valencia;22,76
2025-05;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;40,37
2025-05;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;73,51
2025-05;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;53,45
2025-05;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;62,42
2025-05;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;35,56
2025-05;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;27,46
2025-05;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;50,62
2025-05;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;41,96
2025-05;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;48,18
2025-05;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;23,87
2025-05;Total;Comercial;LD AV;Madrid-Alicante;35,22
2025-05;Total;Comercial;LD AV;Madrid-Barcelona;61,91
2025-05;Total;Comercial;LD AV;Madrid-Málaga;47,2
2025-05;Total;Comercial;LD AV;Madrid-Sevilla;55,7
2025-05;Total;Comercial;LD AV;Madrid-Valencia;27,94
2025-06;Iryo;Comercial;LD AV;Madrid-Alicante;26,01
2025-06;Iryo;Comercial;LD AV;Madrid-Barcelona;58,77
2025-06;Iryo;Comercial;LD AV;Madrid-Málaga;40,57
2025-06;Iryo;Comercial;LD AV;Madrid-Sevilla;37,23
2025-06;Iryo;Comercial;LD AV;Madrid-Valencia;25,48
2025-06;OUIGO;Comercial;LD AV;Madrid-Alicante;29,26
2025-06;OUIGO;Comercial;LD AV;Madrid-Barcelona;51,45
2025-06;OUIGO;Comercial;LD AV;Madrid-Málaga;32,38
2025-06;OUIGO;Comercial;LD AV;Madrid-Sevilla;28,68
2025-06;OUIGO;Comercial;LD AV;Madrid-Valencia;24,39
2025-06;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;40,79
2025-06;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;75,69
2025-06;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;51,7
2025-06;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;48,4
2025-06;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;35,63
2025-06;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;30,56
2025-06;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;54,15
2025-06;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;39,47
2025-06;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;35,3
2025-06;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;23,84
2025-06;Total;Comercial;LD AV;Madrid-Alicante;35,99
2025-06;Total;Comercial;LD AV;Madrid-Barcelona;65,39
2025-06;Total;Comercial;LD AV;Madrid-Málaga;45,26
2025-06;Total;Comercial;LD AV;Madrid-Sevilla;41,56
2025-06;Total;Comercial;LD AV;Madrid-Valencia;28,89
2025-07;Iryo;Comercial;LD AV;Madrid-Alicante;29,44
2025-07;Iryo;Comercial;LD AV;Madrid-Barcelona;56,48
2025-07;Iryo;Comercial;LD AV;Madrid-Málaga;36,51
2025-07;Iryo;Comercial;LD AV;Madrid-Sevilla;35,19
2025-07;Iryo;Comercial;LD AV;Madrid-Valencia;29,16
2025-07;OUIGO;Comercial;LD AV;Madrid-Alicante;31,6
2025-07;OUIGO;Comercial;LD AV;Madrid-Barcelona;49,63
2025-07;OUIGO;Comercial;LD AV;Madrid-Málaga;30,69
2025-07;OUIGO;Comercial;LD AV;Madrid-Sevilla;27,44
2025-07;OUIGO;Comercial;LD AV;Madrid-Valencia;24,72
2025-07;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;41,45
2025-07;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;69,36
2025-07;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;44,33
2025-07;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;41,81
2025-07;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;36,59
2025-07;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;32,93
2025-07;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;49,63
2025-07;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;35,4
2025-07;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;32
2025-07;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;24,33
2025-07;Total;Comercial;LD AV;Madrid-Alicante;37,49
2025-07;Total;Comercial;LD AV;Madrid-Barcelona;60,87
2025-07;Total;Comercial;LD AV;Madrid-Málaga;39,06
2025-07;Total;Comercial;LD AV;Madrid-Sevilla;36,97
2025-07;Total;Comercial;LD AV;Madrid-Valencia;30,44
2025-08;Iryo;Comercial;LD AV;Madrid-Alicante;37,3
2025-08;Iryo;Comercial;LD AV;Madrid-Barcelona;61,19
2025-08;Iryo;Comercial;LD AV;Madrid-Málaga;45,22
2025-08;Iryo;Comercial;LD AV;Madrid-Sevilla;39,92
2025-08;Iryo;Comercial;LD AV;Madrid-Valencia;33,72
2025-08;OUIGO;Comercial;LD AV;Madrid-Alicante;35,36
2025-08;OUIGO;Comercial;LD AV;Madrid-Barcelona;53,77
2025-08;OUIGO;Comercial;LD AV;Madrid-Málaga;34,7
2025-08;OUIGO;Comercial;LD AV;Madrid-Sevilla;27,13
2025-08;OUIGO;Comercial;LD AV;Madrid-Valencia;24,39
2025-08;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;44,85
2025-08;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;67,42
2025-08;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;47,54
2025-08;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;42,71
2025-08;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;37,17
2025-08;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;38,05
2025-08;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;56,43
2025-08;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;36,15
2025-08;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;33,3
2025-08;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;25,51
2025-08;Total;Comercial;LD AV;Madrid-Alicante;41,42
2025-08;Total;Comercial;LD AV;Madrid-Barcelona;61,94
2025-08;Total;Comercial;LD AV;Madrid-Málaga;43,72
2025-08;Total;Comercial;LD AV;Madrid-Sevilla;38,47
2025-08;Total;Comercial;LD AV;Madrid-Valencia;32,08
2025-09;Iryo;Comercial;LD AV;Madrid-Alicante;34,71
2025-09;Iryo;Comercial;LD AV;Madrid-Barcelona;74,13
2025-09;Iryo;Comercial;LD AV;Madrid-Málaga;46,03
2025-09;Iryo;Comercial;LD AV;Madrid-Sevilla;45,26
2025-09;Iryo;Comercial;LD AV;Madrid-Valencia;30,36
2025-09;OUIGO;Comercial;LD AV;Madrid-Alicante;25,01
2025-09;OUIGO;Comercial;LD AV;Madrid-Barcelona;52,2
2025-09;OUIGO;Comercial;LD AV;Madrid-Málaga;32,22
2025-09;OUIGO;Comercial;LD AV;Madrid-Sevilla;32,44
2025-09;OUIGO;Comercial;LD AV;Madrid-Valencia;21,47
2025-09;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;39,31
